Nom,Arrondissement,Cle,Date,Ouvert,Deblaye,Condition,Id,Type,Adresse,Propriété,Gestion,Point_x,Point_y,Equipement,Longitude,Latitude,Arrose,resurface
Parc Ménard,LaSalle,,,,,,4143045.0,Piscine extérieure,"300, Rue Clément",Municipale,Privé,"292815,8028",5032646392.0,,-73.653179,45.433645,,
Parc Poirier,Verdun,,,,,,5019334.0,Jeu d'eau,3215 boul Lasalle,Municipale,Municipale,"299396,4767",5036784661.0,,-73.569113,45.470962,,
Piscine Pierrefonds park,Pierrefonds-Roxborro,,,,,,0.0,Piscine extérieure,355 chemin Rive-Boisée,,,"277188,5376",5040003172.0,,-73.853316,45.499403,,
Parc Des Pins,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,0.0,Jeu d'eau,3995 Rue 42e,Municipale,Municipale,"303514,0623",5058559893.0,,-73.516504,45.66692,,
Piscine intérieure Saint-Henri,Le Sud-Ouest,,,,,,1123220.0,Piscine intérieure,"4 055, Rue St-Jacques",Municipale,Municipale,"297967,0348",5037586499.0,Piscine compétitive,-73.5874,45.478166,,
Parc Carignan,Lachine,,,,,,5052735.0,Pataugeoire,"4 100, Rue Provost",Municipale,Municipale,"288993,9524",5033747338.0,,-73.702062,45.443476,,
Parc De Sienne,Villeray–Saint-Michel–Parc-Extension,,,,,,2145385.0,Pataugeoire,"4 151, Rue 53e",Municipale,Municipale,"294960,3328","5049199,9",,-73.626096,45.582628,,
Parc Jeanne-Mance,Le Plateau-Mont-Royal,,,,,,1003664.0,Pataugeoire,"4 167, Avenue de l’Esplanade",Municipale,Municipale,"297684,1752",5040632413.0,,-73.591064,45.505573,,
Parc Primeau,Montréal-Nord,,,,,,2083978.0,Piscine extérieure,"4 209, Rue de Castille",Municipale,Municipale,"294182,9617",5050367533.0,,-73.636091,45.593127,,
Parc Primeau,Montréal-Nord,,,,,,2083978.0,Pataugeoire,"4 209, Rue de Castille",Municipale,Municipale,"294182,9617",5050367533.0,,-73.636091,45.593127,,
René-Goupil,Villeray–Saint-Michel–Parc-Extension,,,,,,2017640.0,Piscine intérieure,"4 250, Rue du Parc-René-Goupil",Municipale,Municipale,"296151,4725",5048669049.0,Piscine récréative,-73.610824,45.577875,,
Parc René-Goupil,Villeray–Saint-Michel–Parc-Extension,,,,,,2017640.0,Pataugeoire,"4 250, Rue du Parc-René-Goupil",Municipale,Municipale,"296249,3471",5048618304.0,,-73.609568,45.577418,,
Maisonneuve,Mercier–Hochelaga-Maisonneuve,,,,,,5089500.0,Piscine extérieure,"4 350, Rue de Rouen",Municipale,Privé,"301520,9715",5046038005.0,,-73.542011,45.554247,,
Maisonneuve,Mercier–Hochelaga-Maisonneuve,,,,,,5089500.0,Pataugeoire,"4 350, Rue de Rouen",Municipale,Privé,"301520,9715",5046038005.0,,-73.542011,45.554247,,
Parc Morgan,Mercier–Hochelaga-Maisonneuve,,,,,,2071510.0,Jeu d'eau,"4 370, Rue Sainte-Catherine Est",Municipale,Municipale,"302221,9549",5045723134.0,,-73.533031,45.551415,,
Parc Luigi Pirandello,Saint-Léonard,,,,,,2088720.0,Jeu d'eau,"4 550, Rue de Compiègne",Municipale,Privé,"296721,1839",5048699381.0,,-73.603521,45.578152,,
Parc Sir George-Étienne-Cartier,Le Sud-Ouest,,,,,,1046323.0,Piscine extérieure,"4 550, Rue Sainte-Émilie",Municipale,Municipale,"298045,6165",5037056587.0,,-73.586395,45.473398,,
Parc Sauvé,Montréal-Nord,,,,,,2084556.0,Pataugeoire,"4 701, Rue de Bayonne",Municipale,Municipale,294162877.0,5051110104.0,,-73.636364,45.599812,,
Parc Coubertin,Saint-Léonard,,,,,,2092471.0,Jeu d'eau,"4 755, Rue Valéry",Municipale,Privé,296256853.0,5049470966.0,,-73.609493,45.585084,,
Centre sportif Côte-des-Neiges,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,5005023.0,Piscine intérieure,"4 880, Avenue Van Horne",Municipale,OBNL,"294009,0706",5039206095.0,Complexe aquatique,-73.638062,45.492694,,
Parc Van Horne,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3007015.0,Pataugeoire,"4 900, Avenue Van Horne",Municipale,Municipale,"293956,4134",5039088994.0,,-73.638738,45.491631,,
Parc Mackenzie-King,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3073051.0,Jeu d'eau,"4 905, Avenue Saint-Kevin",Municipale,Municipale,"294352,7698",5038897595.0,,-73.633667,45.489919,,
St-Roch,Villeray–Saint-Michel–Parc-Extension,,,,,,5126259.0,Piscine intérieure,"400, Avenue Ball",Municipale,Privé,"294567,6056",5043571606.0,Piscine récréative,-73.631014,45.53198,,
Parc de l’Honorable-George-O’Reilly,Verdun,,,,,,5073228.0,Jeu d'eau,"4390-4400, Boul Lasalle",Municipale,Municipale,"299428,7771",5034263288.0,,-73.568677,45.448277,,
Piscine Valleycrest,Pierrefonds-Roxborro,,,,,,0.0,Piscine extérieure,4600 rue Cageux,,,"275004,0857",5035394197.0,,-73.880981,45.45784,,
Parc Le Ber,Le Sud-Ouest,,,,,,5033990.0,Pataugeoire,"470, Rue Fortune",Municipale,Municipale,"300569,5609",5037485349.0,,-73.554118,45.477278,,
Parc Lasalle,Lachine,,,,,,5060035.0,Piscine extérieure,"475, 10e Avenue",Municipale,Municipale,"291104,1199",5033162161.0,,-73.675061,45.438256,,
Parc Maria-Goretti,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5082406.0,Piscine extérieure,"488, 85e Avenue",Municipale,Municipale,"305791,8604",5061314139.0,,-73.487276,45.691711,,
Parc Maria-Goretti,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5082406.0,Pataugeoire,"488, 85e Avenue",Municipale,Municipale,"305791,8604",5061314139.0,,-73.487276,45.691711,,
Parc Eugène-D’Ostie,L'Île-Bizard–Sainte-Geneviève,,,,,,4053724.0,Piscine extérieure,"488, Montée de l’Église, L'Île-Bizard",Municipale,Municipale,"274821,8474",5038563963.0,,-73.883515,45.486348,,
Parc Eugène-D’Ostie,L'Île-Bizard–Sainte-Geneviève,,,,,,4053724.0,Pataugeoire,"488, Montée de l’Église, L'Île-Bizard",Municipale,Municipale,"274821,8474",5038563963.0,,-73.883515,45.486348,,
Parc Nelson Mandela,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3042233.0,Jeu d'eau,"4920, Rue Vézina",Municipale,Municipale,"293549,2598",5039448798.0,,-73.643953,45.494864,,
Parc Mgr J.A. Richard,Verdun,,,,,,5073228.0,Jeu d'eau,"5 040, Boulevard LaSalle",Municipale,Municipale,"299428,7771",5034263288.0,,-73.568677,45.448277,,
Parc de la Savanne,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3040406.0,Jeu d'eau,"5 111, Rue Paré",Municipale,Municipale,"292702,3142","5039879,71",,-73.654801,45.498728,,
Piscine intérieure de Saint-Léonard,Saint-Léonard,,,,,,2090635.0,Piscine intérieure,"5 115, Rue des Galets",Municipale,Privé,"297141,8069",5049498419.0,Complexe aquatique,-73.598152,45.585346,,
Parc Pie XII,Saint-Léonard,,,,,,2094987.0,Piscine extérieure,"5 200, Boulevard Lavoisier",Municipale,Privé,"296410,0821",5049848472.0,,-73.607526,45.588487,,
Parc Pie XII,Saint-Léonard,,,,,,2094987.0,Pataugeoire,"5 200, Boulevard Lavoisier",Municipale,Privé,"296410,0821",5049848472.0,,-73.607526,45.588487,,
Parc Sir Wilfrid-Laurier,Le Plateau-Mont-Royal,,,,,,1028133.0,Piscine extérieure,"5 200, Rue De Brébeuf",Municipale,Municipale,"297940,1453",5043583508.0,,-73.58783,45.53213,,
Parc Sir Wilfrid-Laurier,Le Plateau-Mont-Royal,,,,,,1028133.0,Pataugeoire,"5 200, Rue De Brébeuf",Municipale,Municipale,"297940,1453",5043583508.0,,-73.58783,45.53213,,
Parc Cité-Jardin,Rosemont–La Petite-Patrie,,,,,,2010590.0,Pataugeoire,"5 220, Boulevard Rosemont",Municipale,Municipale,"299962,0804",5047932727.0,,-73.561985,45.57128,,
Parc Jean-Brillant,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3074458.0,Pataugeoire,"5 252, Avenue Decelles",Municipale,Municipale,"295437,9104","5039676,14",,-73.619801,45.496944,,
Parc Jean-Brillant,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3074458.0,Jeu d'eau,"5 252, Avenue Decelles",Municipale,Municipale,"295437,9104","5039676,14",,-73.619801,45.496944,,
Centre communautaire Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3065293.0,Piscine intérieure,"5 311, Chemin de la Côte-Saint-Antoine",Municipale,Municipale,"295898,1254",5037368988.0,Piscine récréative,-73.613861,45.476181,,
Parc McDonald,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3033630.0,Pataugeoire,"5 355, Avenue Clanranald",Municipale,Municipale,"294163,3637",5038216469.0,,-73.636071,45.483788,,
Complexe sportif Gadbois,Le Sud-Ouest,,,,,,5007586.0,Piscine intérieure,"5 485, Chemin De la Côte-Saint-Paul",Municipale,Municipale,"297313,4215",5036328297.0,Piscine compétitive,-73.595746,45.46684,,
Parc Chénier,Anjou,,,,,,2164916.0,Piscine extérieure,"5 555, Avenue de l’Aréna",Municipale,Privé,301422701.0,5051453457.0,,-73.543303,45.602972,,
Parc Chénier,Anjou,,,,,,2164916.0,Pataugeoire,"5 555, Avenue de l’Aréna",Municipale,Privé,301422701.0,5051453457.0,,-73.543303,45.602972,,
Léon-Provencher,Rosemont–La Petite-Patrie,,,,,,2067929.0,Pataugeoire,"5 555, Boulevard Pie-IX",Municipale,Municipale,"299808,6205",5046893887.0,,-73.563947,45.56193,,
Parc Pierre-Bédard,Mercier–Hochelaga-Maisonneuve,,,,,,2055025.0,Pataugeoire,"5 855, Rue Turenne",Municipale,Municipale,"300513,0846",5048665368.0,,-73.554932,45.57788,,
Parc Ignace-Bourget,Le Sud-Ouest,,,,,,1129831.0,Piscine extérieure,"5 925, Avenue De Montmagny",Municipale,Municipale,"296402,7493",5035017941.0,,-73.607374,45.455032,,
Piscine Roxboro,Pierrefonds-Roxborro,,,,,,0.0,Piscine extérieure,51 ave Georges-Vanier,,,"280585,3356",5041060784.0,,-73.809902,45.50904,,
Parc Lacharité,LaSalle,,,,,,4049099.0,Piscine extérieure,"55, Avenue Latour",Municipale,Privé,"295203,7654",5030924055.0,,-73.622624,45.418186,,
Parc de la Fontaine,Verdun,,,,,,1053978.0,Piscine extérieure,"550, Place de la Fontaine",Municipale,Municipale,"301305,8553",5035965042.0,,-73.544693,45.463605,,
Parc de la Fontaine,Verdun,,,,,,1053978.0,Pataugeoire,"550, Place de la Fontaine",Municipale,Municipale,"301305,8553",5035965042.0,,-73.544693,45.463605,,
Parc Vinet,Le Sud-Ouest,,,,,,1048440.0,Pataugeoire,"550, Rue Vinet",Municipale,Municipale,"298878,1523",5038234701.0,,-73.575756,45.484006,,
Parc Raymond,LaSalle,,,,,,4045983.0,Piscine extérieure,"555, Boulevard Bishop-Power",Municipale,Privé,296731981.0,5032023632.0,,-73.603119,45.428095,,
Parc Ferland,Saint-Léonard,,,,,,2095006.0,Piscine extérieure,"6 020, Boulevard Lavoisier",Municipale,Privé,"297176,1447",5050736338.0,,-73.597723,45.596487,,
Parc Ferland,Saint-Léonard,,,,,,2095006.0,Jeu d'eau,"6 020, Boulevard Lavoisier",Municipale,Privé,"297176,1447",5050736338.0,,-73.597723,45.596487,,
Parc De L’Ukraine,Rosemont–La Petite-Patrie,,,,,,2020249.0,Pataugeoire,"6 041, 12e Avenue",Municipale,Municipale,"298363,3005",5046145185.0,,-73.582448,45.555187,,
Parc Delorme,Saint-Léonard,,,,,,2091811.0,Jeu d'eau,"6 060, Rue de Honfleur",Municipale,Privé,"297848,3497",5050148451.0,,-73.589101,45.591203,,
Bain Émard,Le Sud-Ouest,,,,,,5088615.0,Piscine intérieure,"6 071, Rue Laurendeau",Municipale,Municipale,"297803,5283","5035323,57",Piscine récréative,-73.589466,45.457801,,
Édouard-Montpetit,Mercier–Hochelaga-Maisonneuve,,,,,,2054519.0,Piscine intérieure,"6 100, Avenue Pierre-de-Coubertin",Municipale,Municipale,"301882,2974",5048409183.0,Piscine compétitive,-73.537388,45.575583,,
Parc Henri-Bourassa,Montréal-Nord,,,,,,2080581.0,Pataugeoire,"6 100, Rue Pascal",Municipale,Municipale,"295254,9627",5052882425.0,,-73.6224,45.615773,,
Centre Rosemont,Rosemont–La Petite-Patrie,,,,,,3069278.0,Piscine intérieure,"6 101, 8e Avenue",Municipale,Municipale,"297313,3307",5044453022.0,Piscine récréative,-73.59587,45.539952,,
Parc Jean-Amyot,Mercier–Hochelaga-Maisonneuve,,,,,,2055167.0,Pataugeoire,"6 110, Rue de Marseille",Municipale,Municipale,"301704,6533",5048454028.0,,-73.539669,45.575987,,
Parc Bocage,Anjou,,,,,,2036764.0,Pataugeoire,"6 200, Avenue du Bocage",Municipale,Privé,"300755,4698",5050299696.0,,-73.551844,45.592584,,
Parc Bocage,Anjou,,,,,,2036764.0,Jeu d'eau,"6 200, Avenue du Bocage",Municipale,Privé,"300755,4698",5050299696.0,,-73.551844,45.592584,,
Parc Joseph-Paré,Rosemont–La Petite-Patrie,,,,,,2011678.0,Pataugeoire,"6 225, Rue 41e",Municipale,Municipale,"299223,6249",5048331366.0,,-73.571457,45.574865,,
De la Louisiane,Rosemont–La Petite-Patrie,,,,,,2011597.0,Pataugeoire,"6 244, 35e Avenue",Municipale,Municipale,"299154,4545",5047604196.0,,-73.572333,45.568323,,
Parc de Kent,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3006474.0,Piscine extérieure,"6 262, Chemin Hudson",Municipale,Municipale,"294480,4208",5040457946.0,,-73.632063,45.503958,,
Parc de la Confédération,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3066686.0,Piscine extérieure,"6 265, Avenue Biermans",Municipale,Municipale,"293982,2718",5036902453.0,,-73.638357,45.471961,,
Centre sportif de Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3065833.0,Piscine intérieure,"6 445, Avenue Monkland",Municipale,Privé,"294423,0373",5036292024.0,Piscine compétitive,-73.632704,45.466479,,
Parc Tardif,Montréal-Nord,,,,,,2081039.0,Pataugeoire,"6 455, Rue Tardif",Municipale,Municipale,"295685,9704",5053165013.0,,-73.616879,45.618325,,
Natatorium de Verdun,Verdun,,,,,,5073228.0,Piscine extérieure,"6 500, Boulevard LaSalle",Municipale,Municipale,"298938,9342","5033764,13",,-73.574935,45.443783,,
Natatorium de Verdun,Verdun,,,,,,5073228.0,Pataugeoire,"6 500, Boulevard LaSalle",Municipale,Municipale,"299428,7771",5034263288.0,,-73.568677,45.448277,,
Natatorium Verdun,Verdun,,,,,,5073228.0,Jeu d'eau,"6 500, Boulevard LaSalle",Municipale,Municipale,"299428,7771",5034263288.0,,-73.568677,45.448277,,
Parc Joseph-Paré,Rosemont–La Petite-Patrie,,,,,,2011678.0,Piscine extérieure,"6 525, Rue 41e",Municipale,Municipale,"299223,6249",5048331366.0,,-73.571457,45.574865,,
Parc Beaubien,Rosemont–La Petite-Patrie,,,,,,2011915.0,Pataugeoire,"6 633, 6e Avenue",Municipale,Municipale,"297777,7771",5045968228.0,,-73.589951,45.553589,,
Parc De Gaspé,Rosemont–La Petite-Patrie,,,,,,3080482.0,Pataugeoire,"6 655, Avenue De Gaspé",Municipale,Municipale,"296282,86","5043707,21",,-73.609059,45.533227,,
Parc Rosemary-Brown,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3033394.0,Pataugeoire,"6 665, Avenue McLynn",Municipale,Municipale,"293228,1198",5038899095.0,,-73.648047,45.489919,,
Parc Saint-Donat,Mercier–Hochelaga-Maisonneuve,,,,,,2055878.0,Pataugeoire,"6 800, Rue de Marseille",Municipale,Municipale,"301978,4233",5049185918.0,,-73.536163,45.582566,,
Parc Trenholme,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3064845.0,Pataugeoire,"6 800, Rue Sherbrooke Ouest",Municipale,Municipale,"294507,4011",5035648762.0,,-73.631616,45.460685,,
Parc curé Albert-Arnold,Le Sud-Ouest,,,,,,1013876.0,Pataugeoire,"6 855, Rue Hamilton",Municipale,Municipale,"297320,3666",5034424653.0,,-73.595628,45.449707,,
Parc Riverside,LaSalle,,,,,,4046808.0,Piscine extérieure,"625, 35e Avenue",Municipale,Privé,"295940,2001",5031131875.0,,-73.613211,45.420058,,
Parc Riverside,LaSalle,,,,,,4047994.0,Jeu d'eau,"625, 35e Avenue",Municipale,Privé,"296057,9861",5031171949.0,,-73.611717,45.42042,,
Parc Benny,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3065833.0,Jeu d'eau,"6445, avenue Monkland",Municipale,Municipale,"294423,0373",5036292024.0,,-73.632704,45.466479,,
Parc Dixie,Lachine,,,,,,5088238.0,Piscine extérieure,"695, 54e Avenue",Municipale,OBNL,"287744,8847",5033783241.0,,-73.718029,45.44377,,
Parc Bélair,Villeray–Saint-Michel–Parc-Extension,,,,,,2060321.0,Pataugeoire,"7 035, 2e Avenue",Municipale,Municipale,"297190,0184",5046106651.0,,-73.597471,45.554825,,
Parc Lucie-Bruneau,Anjou,,,,,,5018645.0,Piscine extérieure,"7 051, Avenue de l’Alsace",Municipale,Privé,"298272,3381",5051460248.0,,-73.583684,45.603013,,
Parc Lucie-Bruneau,Anjou,,,,,,5018645.0,Pataugeoire,"7 051, Avenue de l’Alsace",Municipale,Privé,"298272,3381",5051460248.0,,-73.583684,45.603013,,
Parc Loyola,Côte-des-Neiges–Notre-Dame-de-Grâce,,,,,,3066567.0,Pataugeoire,"7 069, Avenue Somerland",Municipale,Municipale,"293385,1183","5035738,34",,-73.645965,45.461477,,
Parc des Roseraies,Anjou,,,,,,5068257.0,Piscine extérieure,"7 070, Avenue de la Nantaise",Municipale,Privé,"300500,6874",5050386914.0,,-73.555113,45.593366,,
Bain St-Denis,Rosemont–La Petite-Patrie,,,,,,3044179.0,Piscine intérieure,"7 075, Rue Saint-Hubert",Municipale,Municipale,"296061,2442",5044501726.0,Piscine récréative,-73.611903,45.540369,,
Parc G. Garibaldi,Saint-Léonard,,,,,,2087210.0,Piscine extérieure,"7 125, Rue Liénart",Municipale,Privé,"299217,3232",5049704338.0,,-73.57155,45.58722,,
Parc G. Garibaldi,Saint-Léonard,,,,,,2087210.0,Jeu d'eau,"7 125, Rue Liénart",Municipale,Privé,"299217,3232",5049704338.0,,-73.57155,45.58722,,
Parc Turin,Villeray–Saint-Michel–Parc-Extension,,,,,,3013747.0,Pataugeoire,"7 205, Rue Chambort",Municipale,Municipale,"296158,1454","5045059,33",,-73.610671,45.545391,,
Patro Le Prévost,Villeray–Saint-Michel–Parc-Extension,,,,,,3014811.0,Piscine intérieure,"7 355, Avenue Christophe-Colomb",Municipale,OBNL,"295932,0012",5044873002.0,Piscine récréative,-73.613562,45.543715,,
Parc De Normanville,Villeray–Saint-Michel–Parc-Extension,,,,,,3014194.0,Pataugeoire,"7 480, Rue De Normanville",Municipale,Municipale,"295760,9641",5045092753.0,,-73.615768,45.545683,,
Parc Roger-Rousseau,Anjou,,,,,,5010387.0,Piscine extérieure,"7 501, Avenue Rondeau",Municipale,Privé,"300901,7124",5052992126.0,,-73.549995,45.616818,,
Parc Roger-Rousseau,Anjou,,,,,,5010387.0,Pataugeoire,"7 501, Avenue Rondeau",Municipale,Privé,"300901,7124",5052992126.0,,-73.549995,45.616818,,
Parc Roger Rousseau,Anjou,,,,,,5010387.0,Jeu d'eau,"7 501, Avenue Rondeau",Municipale,Privé,"300901,7124",5052992126.0,,-73.549995,45.616818,,
Parc François-Perrault,Villeray–Saint-Michel–Parc-Extension,,,,,,2062331.0,Piscine extérieure,"7 525, Rue François-Perrault",Municipale,Municipale,"296911,0355",5046969854.0,,-73.601059,45.562587,,
Parc Leroux,LaSalle,,,,,,4048051.0,Piscine extérieure,"7 540, Rue Centrale",Municipale,Privé,297331444.0,5032712678.0,,-73.595461,45.434301,,
Parc Leroux,LaSalle,,,,,,4048051.0,Jeu d'eau,"7 540, Rue Centrale",Municipale,Privé,297331444.0,5032712678.0,,-73.595461,45.434301,,
Parc Ladauversière,Saint-Léonard,,,,,,2085259.0,Piscine extérieure,"7 560, Boulevard Lacordaire",Municipale,Privé,"298302,2547",5049070747.0,,-73.583268,45.581507,,
Parc Ladauversière,Saint-Léonard,,,,,,2085259.0,Pataugeoire,"7 560, Boulevard Lacordaire",Municipale,Privé,"298302,2547",5049070747.0,,-73.583268,45.581507,,
Parc François-Perrault,Villeray–Saint-Michel–Parc-Extension,,,,,,2062331.0,Pataugeoire,"7 601, Rue François-Perrault",Municipale,Municipale,"297023,1631",5046904408.0,,-73.599623,45.562003,,
Parc Hébert,Saint-Léonard,,,,,,2082478.0,Piscine extérieure,"7 655, Rue Colbert",Municipale,Privé,"297567,1893",5048112095.0,,-73.592672,45.572879,,
Parc Nicolas-Tillemont,Villeray–Saint-Michel–Parc-Extension,,,,,,2011794.0,Pataugeoire,"7 833, Avenue Des Érables",Municipale,Municipale,"296042,1988",5046117172.0,,-73.612175,45.55491,,
Parc Jarry,Villeray–Saint-Michel–Parc-Extension,,,,,,3123106.0,Pataugeoire,"7 920, Boulevard Saint-Laurent",Municipale,Municipale,"294848,0731",5043953133.0,,-73.627424,45.535422,,
Parc Gohier,Saint-Laurent,,,,,,4040258.0,Jeu d'eau,"730, Rue Buchanam",Municipale,Municipale,"290623,8945",5040922751.0,,-73.681433,45.508075,,
Jeux d'eau de l'Estre,Villeray–Saint-Michel–Parc-Extension,,,,,,0.0,Jeux d'eau,7930 ave Bloomfield,,,"294379,3377",5043391829.0,,-73.633417,45.530358,,
Parc Liébert,Mercier–Hochelaga-Maisonneuve,,,,,,2006464.0,Jeu d'eau,"8 055, Avenue Pierre-de-Coubertin",Municipale,Municipale,"302664,8484",5050703095.0,,-73.527379,45.596228,,
Parc Talcy,Anjou,,,,,,5075187.0,Pataugeoire,"8 151, Avenue Talcy",Municipale,Privé,300118683.0,5051922993.0,,-73.560024,45.607185,,
Parc Talcy,Anjou,,,,,,5075187.0,Jeu d'eau,"8 151, Avenue Talcy",Municipale,Privé,300118683.0,5051922993.0,,-73.560024,45.607185,,
Joseph-Charbonneau,Villeray–Saint-Michel–Parc-Extension,,,,,,3012132.0,Piscine intérieure,"8 200, Rue Rousselot",Municipale,Municipale,"295181,1815",5045689471.0,Piscine compétitive,-73.623195,45.551048,,
Parc André-Laurendeau,Anjou,,,,,,5031157.0,Pataugeoire,"8 361, Avenue André-Laurendeau",Municipale,Privé,299359252.0,5051600462.0,,-73.569751,45.604282,,
Parc Peterborough,Anjou,,,,,,2032190.0,Jeu d'eau,"8 400,Boulevard Châteauneuf",Municipale,Privé,"300466,8693",5052322791.0,,-73.555566,45.610786,,
Parc Verdelle,Anjou,,,,,,2031382.0,Piscine extérieure,"8 441, Place Verdelles",Municipale,Privé,"300932,7921",5052058066.0,,-73.54959,45.608413,,
Parc Verdelle,Anjou,,,,,,2031382.0,Pataugeoire,"8 441, Place Verdelles",Municipale,Privé,"300932,7921",5052058066.0,,-73.54959,45.608413,,
Georges-Vernot,Villeray–Saint-Michel–Parc-Extension,,,,,,5101787.0,Piscine intérieure,"8 475, 13e Avenue",Municipale,Municipale,"295862,3359",5047623838.0,Piscine compétitive,-73.614508,45.568459,,
Parc Lefebvre,LaSalle,,,,,,4033627.0,Piscine extérieure,"8 600, Rue Hardy",Municipale,Privé,"294205,3476",5032846791.0,,-73.635418,45.435467,,
Parc Lefebvre,LaSalle,,,,,,4033627.0,Jeu d'eau,"8 600, Rue Hardy",Municipale,Privé,"294205,3476",5032846791.0,,-73.635418,45.435467,,
Parc Sainte-Yvette,Villeray–Saint-Michel–Parc-Extension,,,,,,2026106.0,Pataugeoire,"8 950, 10e Avenue",Municipale,Municipale,"294969,3317",5047770472.0,,-73.625952,45.56977,,
Parc Chamberland,Saint-Laurent,,,,,,4098279.0,Piscine extérieure,"800, Rue Dorais",Municipale,Municipale,"289960,7379",5040358736.0,,-73.689901,45.502986,,
Parc Chamberland,Saint-Laurent,,,,,,4098279.0,Pataugeoire,"800, Rue Dorais",Municipale,Municipale,"290045,9183",5040313592.0,,-73.688812,45.502583,,
Parc Willibrord,Verdun,,,,,,1048235.0,Jeu d'eau,"800, Rue Willibrord",Municipale,Municipale,"299023,4547",5035467584.0,,-73.573868,45.459108,,
Parc Campbell-Centre,Le Sud-Ouest,,,,,,5096175.0,Pataugeoire,"810, Rue Chatham",Municipale,Municipale,"299000,1862",5038804066.0,,-73.574202,45.489136,,
Parc St-Laurent,Saint-Laurent,,,,,,5016546.0,Piscine extérieure,"845, Rue Poirier",Municipale,Municipale,"290176,1758","5042982,52",,-73.687215,45.526602,,
Parc St-Laurent,Saint-Laurent,,,,,,5016546.0,Pataugeoire,"845, Rue Poirier",Municipale,Municipale,"290219,2815",5043106542.0,,-73.686668,45.527719,,
Parc St-Laurent,Saint-Laurent,,,,,,5016546.0,Jeu d'eau,"845, rue Poirier",Municipale,Municipale,"290047,9639",5043021643.0,,-73.688868,45.52695,,
Parc Decelles,Saint-Laurent,,,,,,4034718.0,Piscine extérieure,"845, Rue Roy",Municipale,Municipale,"290861,7018",5041517458.0,,-73.678404,45.513433,,
Parc Decelles,Saint-Laurent,,,,,,4034718.0,Pataugeoire,"845, Rue Roy",Municipale,Municipale,"290959,0237",5041513418.0,,-73.67715,45.513399,,
Parc Decelles,Saint-Laurent,,,,,,4034718.0,Jeu d'eau,"845, Rue Roy",Municipale,Municipale,"290899,1574","5041637,99",,-73.677921,45.514514,,
Jeux d'eau Howard,Villeray–Saint-Michel–Parc-Extension,,,,,,0.0,Jeux d'eau,8505 ave de l'Épée,,,"293711,9497",5043791028.0,,-73.641979,45.533947,,
Parc John-F-Kennedy,Outremont,,,,,,3036307.0,Piscine extérieure,"860, Avenue Outremont",Municipale,Privé,295743057.0,5042393953.0,,-73.615936,45.521396,,
Parc John-F.-Kennedy,Outremont,,,,,,3036307.0,Pataugeoire,"860, Avenue Outremont",Municipale,Privé,295743057.0,5042393953.0,,-73.615936,45.521396,,
Jeux d'eau Saint-Alphonse,Ahuntsic-Cartierville,,,,,,0.0,Jeux d'eau,8888 de Châteaubrian,,,"293997,7952",5045460699.0,,-73.638354,45.54897,,
Parc Sainte-Lucie,Villeray–Saint-Michel–Parc-Extension,,,,,,2020378.0,Piscine extérieure,"9 093, 16e Avenue",Municipale,Municipale,"294906,5867",5048430506.0,,-73.626772,45.575708,,
Parc Ste-Lucie,Villeray–Saint-Michel–Parc-Extension,,,,,,2020378.0,Pataugeoire,"9 093, 16e Avenue",Municipale,Municipale,"294992,0311",5048352828.0,,-73.625669,45.575007,,
Parc Saint-Victor,Mercier–Hochelaga-Maisonneuve,,,,,,5032287.0,Pataugeoire,"9 175, Rue Hochelaga",Municipale,Municipale,303417491.0,5051955176.0,,-73.517731,45.607496,,
Parc L.-O.-Taillon,Mercier–Hochelaga-Maisonneuve,,,,,,2050446.0,Piscine extérieure,"9 200, Rue Notre-Dame Est",Municipale,Municipale,"303925,6699",5051785999.0,Rénovation majeure en 2011,-73.511217,45.605967,,
Parc Dalmany,LaSalle,,,,,,4024539.0,Jeu d'eau,"9 650, Rue Dalmany",Municipale,Privé,292358483.0,5032163485.0,,-73.659007,45.42929,,
Parc Duquette,Verdun,,,,,,5089791.0,Jeu d'eau,"900, Rue Bannantyne",Municipale,Municipale,"298946,1185",5036228968.0,,-73.574862,45.465955,,
